level,name,symbol,parent,sector,market_cap_cr,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Amber Enterp.,AMBER.NS,Household Appliances,Consumer Durables,27011.58,136.42,10.25,,not_stage_2,3,7659.0,7155.38,0.85,0.31838,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.37,98.62,-0.77,0.38,False,False,2026-06-19 ratio=100.14 momentum=98.24; 2026-06-22 ratio=100.08 momentum=97.65; 2026-06-23 ratio=99.97 momentum=97.28; 2026-06-24 ratio=99.91 momentum=97.68; 2026-06-25 ratio=99.37 momentum=98.62,61.7
stock,Crompton Gr. Con,CROMPTON.NS,Household Appliances,Consumer Durables,17726.98,50.61,18.98,,not_stage_2,2,275.3,257.89,-0.16,0.01144,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,weakening,99.91,101.5,-0.19,2.06,False,False,2026-06-19 ratio=100.10 momentum=99.43; 2026-06-22 ratio=100.07 momentum=100.82; 2026-06-23 ratio=99.99 momentum=100.13; 2026-06-24 ratio=99.98 momentum=101.36; 2026-06-25 ratio=99.91 momentum=101.50,47.5
stock,V-Guard Industri,VGUARD.NS,Household Appliances,Consumer Durables,13377.6,48.69,17.03,,not_stage_2,1,306.2,321.04,-1.79,0.01273,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,lagging,98.73,101.44,-0.43,2.02,False,False,2026-06-19 ratio=99.16 momentum=99.42; 2026-06-22 ratio=99.02 momentum=100.93; 2026-06-23 ratio=99.50 momentum=101.89; 2026-06-24 ratio=99.45 momentum=102.32; 2026-06-25 ratio=98.73 momentum=101.44,27.2
stock,Whirlpool India,WHIRLPOOL.NS,Household Appliances,Consumer Durables,10185.27,32.42,11.07,,not_stage_2,0,802.8,864.67,-6.05,0.03337,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,lagging,98.93,101.68,0.16,2.15,False,True,2026-06-19 ratio=98.77 momentum=99.53; 2026-06-22 ratio=99.09 momentum=102.16; 2026-06-23 ratio=99.06 momentum=102.42; 2026-06-24 ratio=98.95 momentum=101.11; 2026-06-25 ratio=98.93 momentum=101.68,8.4
stock,Eureka Forbes,EUREKAFORB.NS,Household Appliances,Consumer Durables,8864.38,46.65,5.86,,not_stage_2,0,458.3,513.18,-3.48,0.01905,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.05,101.32,-0.37,-1.44,False,False,2026-06-19 ratio=99.42 momentum=102.76; 2026-06-22 ratio=99.61 momentum=102.82; 2026-06-23 ratio=99.57 momentum=102.24; 2026-06-24 ratio=99.20 momentum=102.40; 2026-06-25 ratio=99.05 momentum=101.32,6.6
stock,TTK Prestige,TTKPRESTIG.NS,Household Appliances,Consumer Durables,7813.74,43.53,12.48,,not_stage_2,4,570.55,545.69,-2.69,0.02372,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.6,101.15,0.98,2.77,True,False,2026-06-19 ratio=100.62 momentum=98.38; 2026-06-22 ratio=101.37 momentum=101.25; 2026-06-23 ratio=101.26 momentum=99.18; 2026-06-24 ratio=101.46 momentum=99.77; 2026-06-25 ratio=101.60 momentum=101.15,123.75
stock,IFB Industries,IFBIND.NS,Household Appliances,Consumer Durables,5180.08,33.64,20.31,,not_stage_2,3,1278.4,1235.05,-4.83,0.05314,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,100.9,97.87,-0.23,0.21,False,False,2026-06-19 ratio=101.13 momentum=97.65; 2026-06-22 ratio=100.99 momentum=97.68; 2026-06-23 ratio=100.93 momentum=94.90; 2026-06-24 ratio=100.70 momentum=96.29; 2026-06-25 ratio=100.90 momentum=97.87,64.5
stock,Adani Total Gas,ATGL.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",79164.33,124.97,15.09,,stage_2,5,719.8,596.45,2.8,0.02992,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.64,96.27,-0.26,-0.62,False,False,2026-06-19 ratio=100.90 momentum=96.89; 2026-06-22 ratio=100.92 momentum=97.61; 2026-06-23 ratio=100.75 momentum=95.74; 2026-06-24 ratio=100.68 momentum=96.18; 2026-06-25 ratio=100.64 momentum=96.27,133.8
stock,Petronet LNG,PETRONET.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",42337.5,10.82,22.74,,stage_2,5,282.25,279.4,0.19,0.01173,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.66,101.35,-1.42,-0.08,False,False,2026-06-19 ratio=102.09 momentum=101.43; 2026-06-22 ratio=101.45 momentum=100.76; 2026-06-23 ratio=101.67 momentum=101.02; 2026-06-24 ratio=101.67 momentum=101.14; 2026-06-25 ratio=100.66 momentum=101.35,155.43
stock,Gujarat Gas,GUJGASLTD.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",32275.14,18.13,18.49,,not_stage_2,0,344.0,387.25,-0.66,0.0143,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,weakening,97.96,97.27,-2.38,0.9,False,False,2026-06-19 ratio=100.34 momentum=96.36; 2026-06-22 ratio=99.60 momentum=95.06; 2026-06-23 ratio=99.56 momentum=96.52; 2026-06-24 ratio=98.57 momentum=96.92; 2026-06-25 ratio=97.96 momentum=97.27,0.0
stock,Indraprastha Gas,IGL.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",23853.23,15.39,17.9,,not_stage_2,4,170.38,169.62,-3.04,0.00708,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,101.23,101.21,0.44,3.54,True,False,2026-06-19 ratio=100.79 momentum=97.67; 2026-06-22 ratio=101.12 momentum=97.95; 2026-06-23 ratio=101.46 momentum=100.95; 2026-06-24 ratio=100.74 momentum=98.78; 2026-06-25 ratio=101.23 momentum=101.21,122.2
stock,Mahanagar Gas,MGL.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",11602.44,13.7,18.28,,not_stage_2,4,1174.6,1099.23,-0.95,0.04883,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.09,101.18,-1.35,-0.69,False,False,2026-06-19 ratio=102.44 momentum=101.87; 2026-06-22 ratio=103.06 momentum=102.44; 2026-06-23 ratio=102.58 momentum=102.46; 2026-06-24 ratio=101.68 momentum=101.20; 2026-06-25 ratio=101.09 momentum=101.18,111.35
stock,Confidence Petro,CONFIPET.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",2387.82,25.71,9.23,,stage_2,5,71.87,46.08,10.49,0.00299,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.94,96.72,0.0,-0.68,False,False,2026-06-19 ratio=100.94 momentum=97.40; 2026-06-22 ratio=100.73 momentum=96.54; 2026-06-23 ratio=100.85 momentum=96.88; 2026-06-24 ratio=101.18 momentum=98.36; 2026-06-25 ratio=100.94 momentum=96.72,150.68
stock,IRM Energy,IRMENERGY.NS,LPG/CNG/PNG/LNG Supplier,"Oil, Gas & Consumable Fuels",1090.13,20.49,8.63,,not_stage_2,1,265.5,255.43,-1.94,0.01104,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,weakening,99.56,98.91,-0.58,-0.86,False,False,2026-06-19 ratio=100.14 momentum=99.77; 2026-06-22 ratio=100.06 momentum=99.37; 2026-06-23 ratio=99.93 momentum=99.06; 2026-06-24 ratio=99.83 momentum=99.21; 2026-06-25 ratio=99.56 momentum=98.91,20.0
stock,Life Insurance,LICI.NS,Life Insurance,Financial Services,535537.56,9.32,35.14,,not_stage_2,4,423.35,412.46,-1.22,0.0176,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.98,100.6,-2.67,-2.09,False,False,2026-06-19 ratio=103.66 momentum=102.69; 2026-06-22 ratio=103.27 momentum=102.07; 2026-06-23 ratio=103.14 momentum=101.29; 2026-06-24 ratio=102.29 momentum=101.37; 2026-06-25 ratio=100.98 momentum=100.60,107.9
stock,SBI Life Insuran,SBILIFE.NS,Life Insurance,Financial Services,175055.44,70.86,14.95,,not_stage_2,1,1744.9,1925.75,-1.63,0.07253,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,98.15,100.0,-0.85,-0.07,False,False,2026-06-19 ratio=98.99 momentum=100.06; 2026-06-22 ratio=99.01 momentum=100.02; 2026-06-23 ratio=99.07 momentum=100.27; 2026-06-24 ratio=98.52 momentum=100.71; 2026-06-25 ratio=98.15 momentum=100.00,20.0
stock,HDFC Life Insur.,HDFCLIFE.NS,Life Insurance,Financial Services,127187.55,66.51,10.3,,not_stage_2,0,585.45,660.83,-3.61,0.02434,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.09,102.28,-0.38,1.24,False,False,2026-06-19 ratio=99.46 momentum=101.04; 2026-06-22 ratio=99.65 momentum=101.54; 2026-06-23 ratio=100.06 momentum=102.26; 2026-06-24 ratio=99.46 momentum=102.34; 2026-06-25 ratio=99.09 momentum=102.28,11.4
stock,ICICI Pru Life,ICICIPRULI.NS,Life Insurance,Financial Services,71240.71,44.31,10.14,,not_stage_2,0,491.05,582.75,-2.96,0.02041,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,98.8,102.14,-0.25,0.71,False,False,2026-06-19 ratio=99.05 momentum=101.43; 2026-06-22 ratio=99.25 momentum=101.74; 2026-06-23 ratio=99.21 momentum=101.74; 2026-06-24 ratio=98.99 momentum=102.00; 2026-06-25 ratio=98.80 momentum=102.14,10.7
stock,Max Financial,MFSL.NS,Life Insurance,Financial Services,55611.79,669.38,2.95,,not_stage_2,1,1611.4,1660.04,-0.38,0.06699,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,leading,99.01,99.21,-1.64,-1.7,False,False,2026-06-19 ratio=100.65 momentum=100.90; 2026-06-22 ratio=100.90 momentum=101.61; 2026-06-23 ratio=101.41 momentum=101.76; 2026-06-24 ratio=100.36 momentum=100.00; 2026-06-25 ratio=99.01 momentum=99.21,20.0
stock,Canara HSBC,CANHLIFE.NS,Life Insurance,Financial Services,12808.85,101.17,8.35,,not_stage_2,2,134.83,141.52,1.52,0.0056,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,improving,97.83,96.68,-2.0,-3.88,False,False,2026-06-19 ratio=99.83 momentum=100.56; 2026-06-22 ratio=100.33 momentum=99.83; 2026-06-23 ratio=99.55 momentum=98.48; 2026-06-24 ratio=98.10 momentum=96.10; 2026-06-25 ratio=97.83 momentum=96.68,43.04
stock,Container Corpn.,CONCOR.NS,Logistics Solution Provider,Services,35780.81,28.81,12.41,,not_stage_2,1,469.8,490.44,-1.48,0.01953,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.02,102.0,-0.07,0.26,False,False,2026-06-19 ratio=99.09 momentum=101.74; 2026-06-22 ratio=99.10 momentum=101.69; 2026-06-23 ratio=99.57 momentum=101.99; 2026-06-24 ratio=99.20 momentum=101.77; 2026-06-25 ratio=99.02 momentum=102.00,30.0
stock,Delhivery,DELHIVERY.NS,Logistics Solution Provider,Services,34806.46,194.99,2.82,,stage_2,5,464.8,433.1,0.78,0.01932,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,100.23,101.26,0.2,0.75,False,False,2026-06-19 ratio=100.03 momentum=100.51; 2026-06-22 ratio=102.06 momentum=102.47; 2026-06-23 ratio=101.84 momentum=102.04; 2026-06-24 ratio=101.82 momentum=102.56; 2026-06-25 ratio=100.23 momentum=101.26,154.01
stock,Shadowfax Technologies,SHADOWFAX.NS,Logistics Solution Provider,Services,12946.2,112.4,9.66,,insufficient_data,0,,,,,{},weakening,weakening,101.2,97.5,-0.21,-1.92,False,False,2026-06-19 ratio=101.42 momentum=99.43; 2026-06-22 ratio=101.28 momentum=98.51; 2026-06-23 ratio=101.39 momentum=96.67; 2026-06-24 ratio=101.52 momentum=98.69; 2026-06-25 ratio=101.20 momentum=97.50,6.0
stock,Blue Dart Expres,BLUEDART.NS,Logistics Solution Provider,Services,11823.0,42.15,16.64,,not_stage_2,0,4982.3,5285.31,-2.66,0.20711,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.5,101.73,0.05,-2.16,False,False,2026-06-19 ratio=99.45 momentum=103.89; 2026-06-22 ratio=99.48 momentum=103.57; 2026-06-23 ratio=99.67 momentum=103.26; 2026-06-24 ratio=99.58 momentum=101.64; 2026-06-25 ratio=99.50 momentum=101.73,8.65
stock,Transport Corp.,TCI.NS,Logistics Solution Provider,Services,7126.81,15.62,19.54,,not_stage_2,0,928.65,992.09,-2.41,0.0386,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,weakening,99.42,97.64,-0.59,-2.22,False,False,2026-06-19 ratio=100.01 momentum=99.86; 2026-06-22 ratio=99.88 momentum=97.56; 2026-06-23 ratio=99.99 momentum=96.12; 2026-06-24 ratio=99.59 momentum=96.34; 2026-06-25 ratio=99.42 momentum=97.64,0.0
stock,TVS Supply,TVSSCS.NS,Logistics Solution Provider,Services,5801.08,31.2,9.88,,stage_2,5,131.49,113.01,1.84,0.00547,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.11,99.85,-1.37,0.41,False,False,2026-06-19 ratio=102.48 momentum=99.43; 2026-06-22 ratio=102.03 momentum=99.85; 2026-06-23 ratio=101.80 momentum=98.58; 2026-06-24 ratio=101.45 momentum=99.39; 2026-06-25 ratio=101.11 momentum=99.85,134.23
stock,VRL Logistics,VRLLOG.NS,Logistics Solution Provider,Services,4191.14,17.7,17.92,,not_stage_2,1,239.58,256.98,-1.89,0.00996,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.01,101.78,0.08,1.24,False,True,2026-06-19 ratio=98.93 momentum=100.54; 2026-06-22 ratio=98.87 momentum=99.65; 2026-06-23 ratio=98.65 momentum=96.31; 2026-06-24 ratio=98.32 momentum=98.05; 2026-06-25 ratio=99.01 momentum=101.78,28.9
stock,Mahindra Logis.,MAHLOG.NS,Logistics Solution Provider,Services,3651.39,1409.18,7.36,,stage_2,4,368.0,358.72,0.76,0.0153,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,99.62,101.87,0.49,1.0,False,True,2026-06-19 ratio=99.13 momentum=100.87; 2026-06-22 ratio=99.63 momentum=103.02; 2026-06-23 ratio=100.31 momentum=102.54; 2026-06-24 ratio=99.97 momentum=102.10; 2026-06-25 ratio=99.62 momentum=101.87,115.87
stock,Gateway Distri,GATEWAY.NS,Logistics Solution Provider,Services,2930.41,11.36,10.83,,not_stage_2,4,58.65,57.71,-0.41,0.00244,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,100.19,98.62,-2.19,-5.36,False,False,2026-06-19 ratio=102.38 momentum=103.98; 2026-06-22 ratio=103.09 momentum=103.34; 2026-06-23 ratio=102.38 momentum=100.43; 2026-06-24 ratio=102.31 momentum=100.55; 2026-06-25 ratio=100.19 momentum=98.62,80.95
stock,TCI Express,TCIEXP.NS,Logistics Solution Provider,Services,2049.08,24.66,13.86,,not_stage_2,2,533.35,533.92,-2.01,0.02217,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",leading,weakening,100.14,100.25,-0.54,1.3,False,False,2026-06-19 ratio=100.68 momentum=98.95; 2026-06-22 ratio=100.61 momentum=100.11; 2026-06-23 ratio=100.29 momentum=96.65; 2026-06-24 ratio=104.72 momentum=103.10; 2026-06-25 ratio=100.14 momentum=100.25,61.95
stock,Castrol India,CASTROLIND.NS,Lubricants,"Oil, Gas & Consumable Fuels",18335.36,18.81,60.27,,not_stage_2,3,185.37,184.72,-0.49,0.00771,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': False, 'near_52w_high': True}",weakening,weakening,100.06,96.75,-0.42,-2.09,False,False,2026-06-19 ratio=100.47 momentum=98.84; 2026-06-22 ratio=100.37 momentum=97.43; 2026-06-23 ratio=100.92 momentum=99.06; 2026-06-24 ratio=100.99 momentum=99.02; 2026-06-25 ratio=100.06 momentum=96.75,60.3
stock,Gulf Oil Lubric.,GULFOILLUB.NS,Lubricants,"Oil, Gas & Consumable Fuels",5375.05,14.63,27.46,,not_stage_2,4,1085.5,1036.03,-2.6,0.04512,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,102.91,104.12,0.79,1.58,False,False,2026-06-19 ratio=102.11 momentum=102.54; 2026-06-22 ratio=102.12 momentum=102.56; 2026-06-23 ratio=102.40 momentum=102.61; 2026-06-24 ratio=102.63 momentum=102.82; 2026-06-25 ratio=102.91 momentum=104.12,135.15
stock,Savita Oil Tech,SOTL.NS,Lubricants,"Oil, Gas & Consumable Fuels",3619.65,18.67,15.68,,stage_2,5,527.95,392.76,6.67,0.02195,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.75,96.99,-1.1,1.29,False,False,2026-06-19 ratio=101.86 momentum=95.69; 2026-06-22 ratio=101.56 momentum=96.37; 2026-06-23 ratio=101.40 momentum=95.24; 2026-06-24 ratio=101.33 momentum=96.86; 2026-06-25 ratio=100.75 momentum=96.99,142.09
stock,Veedol Corporat,VEEDOL.NS,Lubricants,"Oil, Gas & Consumable Fuels",2557.49,13.35,24.23,,not_stage_2,3,1467.8,1457.53,-2.1,0.06102,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': False}",weakening,weakening,100.34,99.61,-0.6,1.69,False,False,2026-06-19 ratio=100.94 momentum=97.93; 2026-06-22 ratio=100.68 momentum=98.06; 2026-06-23 ratio=100.55 momentum=97.02; 2026-06-24 ratio=100.69 momentum=99.15; 2026-06-25 ratio=100.34 momentum=99.61,61.7
stock,Panama Petrochem,PANAMAPET.NS,Lubricants,"Oil, Gas & Consumable Fuels",2449.08,11.53,19.15,,stage_2,5,404.85,302.35,5.27,0.01683,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,leading,101.22,98.09,-2.26,-4.51,False,False,2026-06-19 ratio=103.48 momentum=102.60; 2026-06-22 ratio=103.24 momentum=102.56; 2026-06-23 ratio=102.59 momentum=100.75; 2026-06-24 ratio=102.04 momentum=98.56; 2026-06-25 ratio=101.22 momentum=98.09,141.64
stock,Gandhar Oil Ref.,GANDHAR.NS,Lubricants,"Oil, Gas & Consumable Fuels",1714.36,12.66,13.19,,stage_2,5,175.15,146.67,3.12,0.00728,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.5,100.73,-0.84,-0.71,False,False,2026-06-19 ratio=102.35 momentum=101.44; 2026-06-22 ratio=101.83 momentum=100.79; 2026-06-23 ratio=102.27 momentum=101.35; 2026-06-24 ratio=101.93 momentum=101.26; 2026-06-25 ratio=101.50 momentum=100.73,162.39
stock,GP Petroleums,GULFPETRO.NS,Lubricants,"Oil, Gas & Consumable Fuels",203.22,7.04,10.9,,stage_2,5,39.86,33.93,0.85,0.00166,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,100.92,98.43,-0.2,3.84,False,False,2026-06-19 ratio=101.11 momentum=94.59; 2026-06-22 ratio=101.10 momentum=96.24; 2026-06-23 ratio=100.99 momentum=95.34; 2026-06-24 ratio=101.20 momentum=99.21; 2026-06-25 ratio=100.92 momentum=98.43,131.3
stock,Arabian Petrol.,ARABIAN.NS,Lubricants,"Oil, Gas & Consumable Fuels",69.71,6.19,18.41,,not_stage_2,0,64.0,70.06,-1.19,0.00266,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.67,99.76,-0.06,0.97,False,False,2026-06-19 ratio=97.74 momentum=98.79; 2026-06-22 ratio=98.18 momentum=98.80; 2026-06-23 ratio=99.87 momentum=98.72; 2026-06-24 ratio=97.53 momentum=96.57; 2026-06-25 ratio=97.67 momentum=99.76,0.0
stock,Sundrex Oil,SOCL.NS,Lubricants,"Oil, Gas & Consumable Fuels",34.42,6.47,21.24,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Venky's (India),VENKEYS.NS,Meat Products including Poultry,Fast Moving Consumer Goods,2002.51,14.38,11.89,,not_stage_2,2,1421.5,1443.95,0.51,0.05909,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,98.81,98.62,0.01,1.08,False,False,2026-06-19 ratio=98.80 momentum=97.54; 2026-06-22 ratio=99.28 momentum=100.25; 2026-06-23 ratio=98.99 momentum=97.54; 2026-06-24 ratio=98.93 momentum=98.55; 2026-06-25 ratio=98.81 momentum=98.62,41.02
stock,SKM Egg Prod.,SKMEGGPROD.NS,Meat Products including Poultry,Fast Moving Consumer Goods,1453.47,14.01,30.0,,stage_2,5,276.01,189.77,2.64,0.01147,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,weakening,102.04,101.33,0.77,5.06,True,False,2026-06-19 ratio=101.27 momentum=96.26; 2026-06-22 ratio=101.52 momentum=97.01; 2026-06-23 ratio=101.51 momentum=95.63; 2026-06-24 ratio=101.95 momentum=98.42; 2026-06-25 ratio=102.04 momentum=101.33,177.13
stock,HMA Agro Inds.,HMAAGRO.NS,Meat Products including Poultry,Fast Moving Consumer Goods,1100.69,6.68,15.99,,not_stage_2,0,21.98,25.49,-4.02,0.00091,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,97.74,99.11,0.11,2.34,False,False,2026-06-19 ratio=97.63 momentum=96.77; 2026-06-22 ratio=97.41 momentum=96.11; 2026-06-23 ratio=97.33 momentum=95.25; 2026-06-24 ratio=97.91 momentum=97.53; 2026-06-25 ratio=97.74 momentum=99.11,0.0
stock,Prime Focus,PFOCUS.NS,Media & Entertainment,"Media, Entertainment & Publication",16291.15,69.37,11.5,,not_stage_2,1,209.94,258.07,3.18,0.00873,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,improving,98.47,98.86,-0.34,-1.46,False,False,2026-06-19 ratio=98.81 momentum=100.32; 2026-06-22 ratio=98.65 momentum=97.24; 2026-06-23 ratio=98.49 momentum=98.47; 2026-06-24 ratio=98.53 momentum=99.51; 2026-06-25 ratio=98.47 momentum=98.86,26.36
stock,Saregama India,SAREGAMA.NS,Media & Entertainment,"Media, Entertainment & Publication",9268.35,43.46,17.76,,stage_2,5,480.7,367.71,2.77,0.01998,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.34,97.05,0.03,1.57,False,False,2026-06-19 ratio=101.31 momentum=95.49; 2026-06-22 ratio=101.43 momentum=96.57; 2026-06-23 ratio=101.40 momentum=97.54; 2026-06-24 ratio=101.24 momentum=98.37; 2026-06-25 ratio=101.34 momentum=97.05,137.24
stock,Tips Music,TIPSMUSIC.NS,Media & Entertainment,"Media, Entertainment & Publication",8153.74,37.62,122.19,,not_stage_2,3,637.85,576.32,3.47,0.02652,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,weakening,99.64,95.56,-0.65,-1.29,False,False,2026-06-19 ratio=100.28 momentum=96.85; 2026-06-22 ratio=100.17 momentum=97.57; 2026-06-23 ratio=100.12 momentum=94.79; 2026-06-24 ratio=99.82 momentum=95.62; 2026-06-25 ratio=99.64 momentum=95.56,66.94
stock,Netwrk.18 Media,NETWORK18.NS,Media & Entertainment,"Media, Entertainment & Publication",5031.55,137.1,3.02,,not_stage_2,0,32.63,35.65,-4.68,0.00136,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,weakening,99.48,101.81,-0.99,2.36,False,False,2026-06-19 ratio=100.47 momentum=99.45; 2026-06-22 ratio=100.45 momentum=100.56; 2026-06-23 ratio=99.99 momentum=100.03; 2026-06-24 ratio=99.86 momentum=101.37; 2026-06-25 ratio=99.48 momentum=101.81,9.05
